station_origin,station_destination,flows,population,jobs,distance
Dalston Kingsland,Kensal Green,0,2890,472,12889.227740639652
Dalston Kingsland,Kensal Rise,64,2890,1376,12313.384347855459
Dalston Kingsland,Kensington,40,2890,2252,13957.09013904934
Dalston Kingsland,Kentish Town West,10,2890,1128,5638.645530240425
Dalston Kingsland,Kenton,0,2890,768,21973.63762251317
Dalston Kingsland,Kew Gardens,7,2890,792,20432.454823107215
Dalston Kingsland,New Cross Gate,0,2890,1340,11928.781648076436
Dalston Kingsland,North Wembley,0,2890,365,19650.910247176456
Dalston Kingsland,Norwood Junction,0,2890,406,21231.081839727274
Dalston Kingsland,Peckham Rye,0,2890,1070,13369.830542574473
Dalston Kingsland,Queen's Park,0,2890,2167,11504.628842909797
Dalston Kingsland,Richmond,32,2890,5397,22600.575058845265
Dalston Kingsland,Seven Sisters,0,2890,10191,7625.546031773398
Dalston Kingsland,Shadwell,2,2890,7447,7552.984829672534
Dalston Kingsland,Shepherd's Bush,82,2890,9890,12958.372965005912
Dalston Kingsland,Shoreditch High Street,0,2890,7558,5262.853426303531
Dalston Kingsland,South Acton,37,2890,975,18160.456622698523
Dalston Kingsland,South Kenton,0,2890,261,20586.64513248838
Dalston Kingsland,St James Street,1,2890,184,12722.922533784924
Dalston Kingsland,Stonebridge Park,1,2890,729,16584.714056396962
Dalston Kingsland,Stratford,613,2890,55954,5241.57678416116
Dalston Kingsland,Surrey Quays,0,2890,1005,9847.06311760596
Dalston Kingsland,Upper Holloway,1,2890,898,8629.985082394476
Dalston Kingsland,Walthamstow Central,0,2890,5271,11752.245268998173
Dalston Kingsland,Watford Junction,1,2890,1367,33880.80696851344
Dalston Kingsland,Wembley Central,0,2890,1327,18302.80527289521
Dalston Kingsland,West Brompton,18,2890,5859,13298.15735206644
Dalston Kingsland,West Croydon,0,2890,2048,24166.666498671246
Dalston Kingsland,West Hampstead,82,2890,5856,9719.488848794008
Dalston Kingsland,White Hart Lane,0,2890,641,10171.255556875469
Dalston Kingsland,Whitechapel,1,2890,17633,6458.650831115861
Dalston Kingsland,Willesden Junction,33,2890,4165,13942.588469464612
Dalston Kingsland,Wood Street,0,2890,404,13119.960439244536
Debden,Acton Town,1,1636,2202,37749.026971392566
Debden,Aldgate,2,1636,7782,22016.398447510735
Debden,Aldgate East,20,1636,7932,20579.997146957707
Debden,Angel,7,1636,8103,24208.891396233103
Debden,Archway,0,1636,2193,29985.95020277394
Debden,Arsenal,0,1636,315,24936.25471379965
Debden,Baker Street,6,1636,14973,27174.19708773073
Debden,Bank and Monument,119,1636,78549,22242.16871153187
Debden,Barbican,12,1636,9134,22542.03399771884
Debden,Barking,5,1636,7004,22349.342978040953
Debden,Barkingside,1,1636,262,14304.077942004114
Debden,Barons Court,1,1636,2956,32478.573691317633
Debden,Becontree,0,1636,456,25643.77881890698
Debden,Belsize Park,0,1636,2255,28981.766664326853
Debden,Bermondsey,4,1636,3172,23445.084362182573
Debden,Bethnal Green,14,1636,4660,19499.682812750358
Debden,Blackfriars,2,1636,10849,23479.9051051777
Debden,Bond Street,36,1636,20967,26977.955968494152
Debden,Borough,5,1636,3254,23643.4609973943
Debden,Bounds Green,1,1636,778,30037.50486989436
Debden,Bow Road,1,1636,1193,18132.205449489185
Debden,Brixton,3,1636,5084,29090.013581871728
Debden,Bromley-by-Bow,4,1636,1613,17588.073982540824
Debden,Buckhurst Hill,14,1636,228,3887.5523854595212
Debden,Caledonian Road,0,1636,1803,26218.25945092525
Debden,Camden Town,2,1636,6348,26949.910389121353
Debden,Canada Water,5,1636,20443,22455.582724813477
Debden,Canary Wharf,56,1636,58772,20184.917594408435
Debden,Canning Town,13,1636,15428,18070.868305341537
Debden,Chancery Lane,50,1636,15391,24186.81820924793
Debden,Charing Cross,3,1636,7016,25366.83500399135
Debden,Chigwell,1,1636,148,9802.176243018741
Debden,Clapham Common,2,1636,2020,29098.345953624364
Debden,Clapham North,0,1636,1238,28455.591886014972
Debden,Colindale,1,1636,2081,37346.64311183251
Debden,Covent Garden,3,1636,4355,25385.217484074437
Debden,Dagenham East,1,1636,649,28351.16081606512
Debden,Dagenham Heathway,1,1636,1108,27071.955430080456
Debden,Ealing Broadway,2,1636,4846,39854.2424141924
Debden,Earl's Court,3,1636,6613,30973.801072278467
Debden,East Acton,1,1636,1505,35245.4048141773
Debden,East Finchley,0,1636,1253,33325.14997719711
Debden,East Ham,1,1636,2062,19927.05932529403
Debden,East Putney,0,1636,1877,35239.236222794854
Debden,Edgware,1,1636,772,40171.15734711931
Debden,Edgware Road,3,1636,6868,28209.015945120602
Debden,Elephant & Castle,5,1636,6427,24464.580489163352
Debden,Elm Park,0,1636,269,30646.950964594063
Debden,Embankment,8,1636,10220,25026.509173168222
Debden,Epping,58,1636,498,5947.387292182311
Debden,Euston,4,1636,16800,25576.334288138925
Debden,Euston Square,6,1636,8093,25727.44610283146
Debden,Fairlop,1,1636,182,13135.371885845581
Debden,Farringdon,19,1636,25592,23002.936467307616
Debden,Finchley Road,1,1636,3417,30419.122469439673
Debden,Finsbury Park,2,1636,6769,24163.504196067064
Debden,Fulham Broadway,2,1636,4200,32483.931177606075
Debden,Gants Hill,2,1636,601,15212.78052183229
Debden,Gloucester Road,2,1636,5194,30063.69904184669
Debden,Goodge Street,0,1636,6457,26193.802254913935
Debden,Grange Hill,2,1636,76,11149.079496058755
Debden,Great Portland Street,3,1636,6936,26347.3929719951
Debden,Green Park,9,1636,26754,26716.242989850012
Debden,Gunnersbury,0,1636,4775,37073.800847446764
Debden,Hainault,1,1636,356,12256.707465316727
Debden,Hammersmith,7,1636,18250,33372.391590404164
Debden,Hampstead,1,1636,2010,30159.753615141322
Debden,Hanger Lane,0,1636,1493,38880.18630602844
Debden,Harlesden,1,1636,1668,35033.685280486854
Debden,Harrow-on-the-Hill,0,1636,3019,40704.77581006945
Debden,Hendon Central,1,1636,1878,35194.14782229083
Debden,High Barnet,0,1636,953,41948.69203117247
Debden,High Street Kensington,3,1636,5427,31068.804796377986
Debden,Holborn,51,1636,22346,24752.293136044056
Debden,Holland Park,3,1636,2063,31076.12133066573
Debden,Holloway Road,1,1636,1696,25602.96625685762
Debden,Hornchurch,1,1636,451,32191.318111436998
Debden,Hounslow Central,0,1636,708,45534.605408647556
Debden,Hounslow East,0,1636,843,44788.92888485906
Debden,Hyde Park Corner,3,1636,2410,27496.113117207744
Debden,Kennington,0,1636,1161,25304.132763877926
Debden,Kentish Town,2,1636,3404,28227.84160476266
Debden,Kew Gardens,2,1636,792,38854.02332579845
Debden,Kilburn,1,1636,1953,30679.00784622262
Debden,Kilburn Park,0,1636,823,31569.61309691875
Debden,King's Cross St. Pancras,16,1636,33330,24687.992100801177
Debden,Knightsbridge,7,1636,6821,28080.05445011031
Debden,Lambeth North,1,1636,1319,25358.747174367163
Debden,Lancaster Gate,9,1636,1820,28879.958748925816
Debden,Leicester Square,5,1636,8847,25750.739675951663
Debden,Leyton,8,1636,1447,12570.994257293885
Debden,Leytonstone,20,1636,1844,10907.128235859931
Debden,Liverpool Street,175,1636,61122,21400.67782963169
Debden,London Bridge,22,1636,29930,23128.88014574793
Debden,Loughton,34,1636,655,2052.096797874251
Debden,Manor House,0,1636,1311,25279.629671713734
Debden,Marble Arch,12,1636,6145,27661.379851235266
Debden,Marylebone,2,1636,4250,27712.48641906241
Debden,Mile End,16,1636,3759,17507.28706070393
Debden,Moorgate,2,1636,24574,21834.757848605568
Debden,Morden,0,1636,1447,37465.36746820959
Debden,Mornington Crescent,3,1636,2927,26359.710142240998
Debden,Neasden,1,1636,732,33895.71388152336
Debden,Newbury Park,2,1636,559,15434.613127707471
Debden,North Acton,1,1636,3168,36425.910824092476
Debden,North Greenwich,7,1636,6276,19870.75465648747
Debden,Northolt,0,1636,663,44524.885697372134
Debden,Notting Hill Gate,5,1636,5490,30376.40219392654
Debden,Old Street,3,1636,15897,22688.264572000608
Debden,Oval,2,1636,2544,26219.2780842798
Debden,Oxford Circus,50,1636,44368,26423.62568433851
Debden,Paddington,5,1636,20198,28997.629790280727
Debden,Piccadilly Circus,6,1636,13641,25938.635655068763
Debden,Pimlico,4,1636,5585,28373.289026314967
Debden,Plaistow,0,1636,1049,17305.682657722107
Debden,Queen's Park,0,1636,2167,31448.539282232363
Debden,Queensway,2,1636,1882,29738.09161621266
Debden,Redbridge,1,1636,198,13755.039125815347
Debden,Regent's Park,3,1636,3364,27401.659433018533
Debden,Richmond,1,1636,5397,41022.143561536504
Debden,Roding Valley,0,1636,84,7613.53797692791
Debden,Russell Square,2,1636,5172,25458.714561800603
Debden,Seven Sisters,0,1636,10191,26557.71143793381
Debden,Shepherd's Bush,11,1636,9890,31987.781991338452
Debden,Sloane Square,5,1636,8229,28139.17178324658
Debden,Snaresbrook,6,1636,512,9248.91917219685
Debden,South Ealing,0,1636,670,39876.92813173389
Debden,South Kensington,9,1636,15325,29312.37740878945
Debden,South Woodford,23,1636,766,7933.070808956081
Debden,Southgate,0,1636,874,33370.901205514696
Debden,Southwark,7,1636,10326,24227.211008856168
Debden,St. James's Park,11,1636,13339,26196.14968461426
Debden,St. John's Wood,2,1636,3982,29313.094900502674
Debden,St. Paul's,62,1636,13446,23091.680637504687
Debden,Stanmore,0,1636,983,43524.429103472925
Debden,Stepney Green,3,1636,1879,18536.534034711807
Debden,Stockwell,1,1636,1623,27503.29610479295
Debden,Stratford,237,1636,55954,14702.333655161405
Debden,Swiss Cottage,1,1636,2598,30283.01414672216
Debden,Temple,0,1636,6780,24231.93402626366
Debden,Theydon Bois,7,1636,98,3322.0031801724726
Debden,Tooting Bec,1,1636,1239,32498.397716792097
Debden,Tooting Broadway,3,1636,4506,33573.321043614545
Debden,Tottenham Court Road,40,1636,19126,25549.339653065286
Debden,Tower Hill,11,1636,8286,21419.219959950457
Debden,Upney,0,1636,485,23716.634768962693
Debden,Upton Park,0,1636,1642,18626.793039125238
Debden,Vauxhall,6,1636,16242,29010.134024081242
Debden,Victoria,34,1636,33251,26973.43705928339
Debden,Wanstead,0,1636,419,12574.634072278257
Debden,Warren Street,4,1636,17309,26188.441134630142
Debden,Warwick Avenue,1,1636,1174,29930.2437983724
Debden,Waterloo,31,1636,23466,24785.068817751988
Debden,Wembley Park,1,1636,5759,36248.83173004881
Debden,West Brompton,2,1636,5859,31541.18029575083
Debden,West Ham,1,1636,5487,16375.829371515862
Debden,West Ruislip,0,1636,194,49859.08112988321
Debden,Westminster,13,1636,15466,25635.411378255707
Debden,White City,6,1636,5966,33288.25833805345
Debden,Whitechapel,35,1636,17633,19616.67708248292
Debden,Wimbledon,3,1636,6295,39885.57254534625
Debden,Wood Green,0,1636,2146,28532.079559640137
Debden,Woodford,23,1636,706,6221.1269972371665
Denmark Hill,Acton Central,0,1844,750,19357.89835892665
Denmark Hill,Anerley,0,1844,173,14443.903177777373
Denmark Hill,Battersea Park,0,1844,0,5032.384207776202
Denmark Hill,Brockley,0,1844,468,8169.121377092853
Denmark Hill,Brondesbury,0,1844,712,19798.33938294796
Denmark Hill,Canada Water,266,1844,20443,5407.861000875206
Denmark Hill,Canonbury,0,1844,846,13524.25006000837
Denmark Hill,Clapham High Street,226,1844,1296,3241.9619194258376
Denmark Hill,Clapham Junction,626,1844,4969,6740.31589510392
Denmark Hill,Dalston Junction,26,1844,1289,12160.400454929268
Denmark Hill,Finchley Road & Frognal,0,1844,1529,19579.768196144494
Denmark Hill,Hackney Central,0,1844,2440,15995.153574628628
Denmark Hill,Hackney Wick,0,1844,1263,14734.02895689268
Denmark Hill,Haggerston,18,1844,1184,11352.389958819373
Denmark Hill,Hampstead Heath,0,1844,2792,20011.415764195448
Denmark Hill,Harlesden,0,1844,1668,18119.05529362576
Denmark Hill,Highbury & Islington,0,1844,25385,14505.356292937671
Denmark Hill,Homerton,2,1844,1998,16077.36103364105
Denmark Hill,Honor Oak Park,0,1844,341,9903.41564458184
Denmark Hill,Hoxton,33,1844,2181,10517.808379694636
Denmark Hill,Imperial Wharf,64,1844,2049,8944.043677173739
Denmark Hill,Kensal Rise,1,1844,1376,18601.07304353523
Denmark Hill,Kensington,59,1844,2252,12066.878646431767
Denmark Hill,Kenton,0,1844,768,25002.91807497464
Denmark Hill,New Cross,0,1844,1027,7175.303095529343
Denmark Hill,New Cross Gate,0,1844,1340,6940.07288718614
Denmark Hill,Norwood Junction,0,1844,406,16242.37307883698
Denmark Hill,Peckham Rye,8,1844,1070,1335.5869317471513
Denmark Hill,Queen's Park,0,1844,2167,19380.659361291488
Denmark Hill,Queens Road Peckham,10,1844,747,2466.1472285986083
Denmark Hill,Rotherhithe,5,1844,321,5843.109207749247
Denmark Hill,Shadwell,62,1844,7447,7152.4326446490895
Denmark Hill,Shepherd's Bush,94,1844,9890,13065.595820475195
Denmark Hill,Shoreditch High Street,120,1844,7558,9442.564048018094
Denmark Hill,Stonebridge Park,0,1844,729,19613.99450885843
Denmark Hill,Surrey Quays,1,1844,1005,4858.354356715664
Denmark Hill,Sydenham,0,1844,515,12576.543716699238
Denmark Hill,Wandsworth Road,75,1844,498,3863.9185975365504
Denmark Hill,Wapping,13,1844,1066,6293.662035659324
Denmark Hill,Wembley Central,0,1844,1327,21332.08572535668
Denmark Hill,West Brompton,27,1844,5859,10521.208370253215
Denmark Hill,West Croydon,0,1844,2048,19177.95773778095
Denmark Hill,Whitechapel,104,1844,17633,8246.766643205763
Denmark Hill,Willesden Junction,4,1844,4165,16971.868921926078
Deptford Bridge,All Saints,8,2486,444,6175.882252766515
Deptford Bridge,Bank and Monument,423,2486,78549,10223.153684217335
Deptford Bridge,Beckton,4,2486,442,13974.527638209267
Deptford Bridge,Blackwall,4,2486,665,6146.869129369953
Deptford Bridge,Bow Church,12,2486,925,8173.104697059904
Deptford Bridge,Canary Wharf,310,2486,58772,4835.824060777537
Deptford Bridge,Canning Town,10,2486,15428,7693.35481716399
Deptford Bridge,Crossharbour,47,2486,1208,3235.893965358903
Deptford Bridge,Custom House,4,2486,845,9289.270568638429
Deptford Bridge,Cutty Sark,34,2486,1748,1418.4924197847483
Deptford Bridge,Cyprus,8,2486,850,11996.517817701502
Deptford Bridge,Devons Road,12,2486,611,7534.620172263267
Deptford Bridge,East India,8,2486,1522,6538.168298530311
Deptford Bridge,Elverson Road,6,2486,226,727.4945724930104
Deptford Bridge,Greenwich,401,2486,1189,784.8560322371858
Deptford Bridge,Heron Quays,378,2486,5975,4484.261351768026
Deptford Bridge,Island Gardens,37,2486,691,2216.0836092357554
Deptford Bridge,Langdon Park,31,2486,1989,6682.285962573517
Deptford Bridge,Lewisham,282,2486,2400,1291.0388306174536
Deptford Bridge,Limehouse,60,2486,2969,6713.612132013358
Deptford Bridge,London City Airport,6,2486,1941,11241.84516806589
Deptford Bridge,Mudchute,18,2486,302,2769.535259505743
Deptford Bridge,Pontoon Dock,1,2486,1123,10100.506829266451
Deptford Bridge,Poplar,2,2486,1301,5423.916400067135
Deptford Bridge,Prince Regent,3,2486,754,9813.758146610693
Deptford Bridge,Pudding Mill Lane,6,2486,431,9181.385932113832
Deptford Bridge,Royal Albert,2,2486,684,10702.17815892855
Deptford Bridge,Royal Victoria,4,2486,763,8682.926199228517
Deptford Bridge,Shadwell,64,2486,7447,7906.094523014844
Deptford Bridge,South Quay,146,2486,4591,3832.6315781126386
Deptford Bridge,Star Lane,3,2486,1052,8560.324287904154
Deptford Bridge,Stratford,86,2486,55954,10318.408000024565
Deptford Bridge,Stratford International,5,2486,1546,11639.473813158893
Deptford Bridge,Tower Gateway,37,2486,3342,9183.374090656458
Deptford Bridge,West Ham,0,2486,5487,9388.393750989668
Deptford Bridge,West India Quay,9,2486,400,5163.059608832509
Deptford Bridge,West Silvertown,1,2486,893,9344.458013970641
Deptford Bridge,Westferry,14,2486,1250,5740.006570361819
Devons Road,Abbey Road,0,1387,345,3958.290432241367
Devons Road,All Saints,25,1387,444,1358.737919496752
Devons Road,Bank and Monument,59,1387,78549,7276.356004798896
Devons Road,Beckton,8,1387,442,10661.315010338265
Devons Road,Blackwall,1,1387,665,2833.6565014989496
Devons Road,Bow Church,59,1387,925,638.4845247966371
Devons Road,Canary Wharf,127,1387,58772,2698.79611148573
Devons Road,Canning Town,4,1387,15428,4380.142189292987
Devons Road,Crossharbour,10,1387,1208,4298.726206904364
Devons Road,Custom House,1,1387,845,5976.057940767425
Devons Road,Cutty Sark,21,1387,1748,6116.127752478519
Devons Road,Cyprus,5,1387,850,8683.3051898305
Devons Road,Deptford Bridge,8,1387,840,7534.620172263268
Devons Road,East India,3,1387,1522,3224.955670659308
Devons Road,Elverson Road,3,1387,226,8262.114744756278
Devons Road,Gallions Reach,5,1387,557,9425.074298538777
Devons Road,Greenwich,3,1387,1189,6749.764140026082
